Last Name,First Name,Position,Dev Trait,Overall Rating,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run,Height,Weight,Age,Birthdate,Years Pro,College,Total Salary,Signing Bonus,Handedness,portraitId
Hill,Jordan,DT,-,72,64,81,84,69,67,30,43,19,18,11,17,45,45,74,76,10,93,69,84,19,11,10,10,10,10,84,45,45,45,45,69,79,84,82,67,15,25,15,15,15,83,19,17,6,6,6,6,6,73,291,26,2/8/91,4,Penn State,775000,80000,Right,5865
Kouandjio,Cyrus,LT,-,72,53,80,86,60,74,30,35,26,26,25,25,75,78,35,77,10,78,83,69,20,12,15,29,15,10,79,91,85,87,77,30,25,30,25,20,15,10,15,15,15,20,15,15,6,6,6,6,6,79,322,24,7/21/93,3,Alabama,690000,100000,Right,6482
Lee,Khari,TE,-,72,76,86,70,80,66,74,71,25,25,15,19,74,65,44,88,8,86,87,85,65,57,66,62,49,62,51,40,45,48,43,10,10,45,35,21,10,24,76,78,66,12,10,68,15,10,6,6,10,76,253,25,1/16/92,2,Bowie State,1320000,0,Right,7739
Robinson,A'Shawn,DT,-,72,66,80,86,63,71,31,38,23,21,17,17,33,26,86,79,9,92,80,90,33,18,21,25,17,23,86,46,45,44,45,79,61,72,81,71,18,26,16,14,13,82,13,15,6,6,6,6,6,76,317,22,3/21/95,1,Alabama,5200000,2000000,Right,8197
Bryant,Armonty,LE,-,71,76,86,70,80,68,37,45,23,19,16,23,45,45,76,82,10,95,75,69,45,30,31,29,35,35,83,45,45,45,45,68,79,75,74,68,40,60,30,25,15,87,59,20,6,6,6,6,6,76,265,27,5/20/90,4,East Central Univ.,775000,80000,Right,5725
Diggs,Quandre,CB,-,71,87,87,70,84,73,65,64,48,40,25,25,45,45,58,85,75,92,90,80,24,66,65,30,63,71,52,45,45,45,45,25,33,54,74,73,71,76,42,45,30,68,64,35,31,29,28,29,32,69,200,25,11/7/91,2,Texas,1800000,240000,Right,7084
Roberts,Michael,TE,-,71,77,85,71,77,59,83,78,26,30,25,25,67,62,31,76,20,90,87,83,67,52,77,70,61,68,62,69,65,67,61,10,10,36,32,10,12,18,80,76,67,34,25,62,10,10,10,10,10,77,270,23,5/7/94,0,Toledo,2961000,600000,Right,8703
Robinson,Greg,LT,SLOW,71,75,85,94,71,71,35,40,25,40,28,15,75,73,40,76,11,95,85,94,21,10,15,19,15,20,78,95,85,88,72,10,10,39,25,10,12,12,12,15,10,25,10,12,6,6,6,6,6,77,334,24,10/21/92,3,Auburn,23000000,14000000,Right,6571
Tomlinson,Laken,LG,-,71,66,82,87,57,74,20,25,20,20,20,20,72,77,35,81,10,92,77,84,15,10,10,10,10,10,76,92,83,85,72,10,10,20,35,20,12,15,12,10,10,20,10,12,6,6,6,6,6,75,312,25,2/9/92,2,Duke,7600000,3600000,Right,7355
Wright,Timothy,TE,-,71,83,87,65,82,74,79,69,45,49,33,32,61,56,44,88,25,89,82,70,69,64,77,65,70,76,60,61,59,55,54,20,20,45,44,13,12,15,83,67,64,45,25,64,40,35,33,35,44,76,255,27,4/7/90,4,Rutgers,775000,0,Right,6721
Carey,Don,FS,-,70,86,93,59,87,67,56,56,12,15,12,10,45,45,64,88,45,87,90,80,25,65,45,42,65,70,62,45,45,45,45,30,50,64,69,67,71,75,66,50,25,74,79,20,6,6,6,6,6,71,202,30,2/14/87,8,Norfolk State,1800000,200000,Right,665
Robinson,Corey,LT,-,70,61,76,89,66,62,25,40,25,40,28,15,77,77,39,80,11,89,74,67,25,15,10,10,10,10,76,85,72,84,72,10,10,40,25,10,12,12,12,15,10,25,10,12,6,6,6,6,6,79,317,25,5/21/92,2,South Carolina,1800000,160000,Right,7297
Abbrederis,Jared,WR,-,69,89,93,39,86,68,79,71,33,32,25,35,46,25,28,78,75,89,92,82,34,69,75,36,72,73,45,45,45,40,35,10,10,32,29,25,10,16,69,82,74,15,15,76,15,10,6,6,10,73,195,26,12/17/90,3,Wisconsin,615000,0,Right,6327
Bademosi,Johnson,CB,-,69,90,88,68,88,64,64,71,42,41,38,29,45,45,67,95,71,93,85,84,61,57,51,45,67,65,49,45,45,45,45,59,51,55,66,64,71,76,35,33,25,66,68,42,15,10,10,15,15,72,206,27,7/23/90,5,Stanford,4500000,2000000,Right,5665
Bellore,Nick,MLB,-,69,78,84,77,72,74,46,50,25,25,20,20,45,45,87,65,10,87,82,75,45,20,25,47,30,30,76,45,45,45,45,64,45,72,76,74,55,68,15,15,15,70,50,12,6,6,6,6,6,73,250,28,5/12/89,6,Central Michigan,775000,80000,Right,4947
Glasgow,Graham,LG,-,69,68,81,84,56,74,20,27,24,21,20,20,72,73,29,70,9,89,87,89,28,14,18,15,11,17,78,80,78,77,76,12,13,26,31,19,12,14,14,14,13,31,8,15,6,6,6,6,6,78,308,25,8/19/92,1,Michigan,3100000,640000,Right,8019
Jones,T.J.,WR,-,69,90,92,54,92,61,81,71,21,28,20,22,51,44,34,82,77,94,91,75,44,81,80,46,75,82,40,45,46,34,35,10,10,35,40,26,15,26,79,81,74,12,10,63,15,10,6,6,10,72,190,25,7/19/92,3,Notre Dame,615000,0,Right,6977
Lucas,Cornelius,RT,-,69,63,71,75,66,70,27,40,33,22,21,11,75,75,26,65,10,92,76,60,25,10,10,10,10,10,76,68,75,76,83,10,10,25,21,10,12,12,15,15,15,20,10,15,6,6,6,6,6,81,330,26,7/18/91,3,Kansas State,1797000,0,Right,6498
Redfern,Kasey,P,-,69,78,85,53,66,50,21,36,39,28,87,76,17,13,26,56,12,83,84,49,11,26,31,13,20,26,18,30,30,23,23,10,10,18,25,17,12,19,14,13,19,20,10,12,30,24,25,20,20,73,204,25,9/26/91,2,Wofford,615000,0,Right,8404
Zettel,Anthony,RE,-,69,79,86,83,78,58,49,53,23,21,17,17,31,22,83,82,9,92,88,89,29,28,42,35,20,27,78,46,45,44,45,67,76,74,76,58,40,50,16,14,13,76,13,15,6,6,6,6,6,76,270,25,8/9/92,1,Penn State,2460000,120000,Right,8274
Gaston,Bruce,DT,-,68,74,78,92,58,58,34,37,32,22,19,13,45,45,81,81,10,94,72,78,42,21,28,39,20,24,81,45,45,45,45,79,53,79,69,58,18,25,15,15,15,79,10,15,6,6,6,6,6,74,310,25,11/29/91,3,Purdue,615000,0,Right,7128
Washington,Dwayne,HB,-,68,90,90,75,86,65,62,82,29,22,20,22,30,48,27,86,78,81,86,70,56,74,75,81,71,79,31,56,55,66,64,20,20,27,31,35,18,25,41,47,62,30,15,51,25,23,20,19,24,74,223,23,4/24/94,1,Washington,2410000,70000,Right,8254
Ferguson,Ego,RE,-,67,69,83,83,59,68,36,45,19,21,25,21,45,45,78,75,10,88,79,76,45,15,30,35,30,25,84,45,45,45,45,79,55,81,81,68,20,25,15,15,15,73,10,25,6,6,6,6,6,74,309,25,9/22/91,3,LSU,615000,0,Right,6413
Killebrew,Miles,SS,-,67,87,89,76,87,57,70,76,27,27,21,18,29,20,80,88,42,88,88,87,53,63,55,48,57,70,64,43,43,44,43,51,46,59,66,57,65,75,48,44,20,89,67,23,6,6,6,6,6,74,222,24,5/10/93,1,Southern Utah,2870000,570000,Right,8096
Reeves-Maybin,Jalen,LOLB,-,67,83,87,70,83,63,58,54,13,35,20,11,45,45,77,85,10,86,88,77,24,32,36,34,34,47,64,45,45,45,45,60,69,73,81,63,69,63,40,43,20,82,49,16,6,6,6,6,6,72,230,22,1/31/95,0,Tennessee,2977000,620000,Right,8698
Thomas,Brandon,LG,-,67,68,79,93,55,52,32,40,19,24,17,35,79,73,31,78,10,76,83,69,20,10,10,10,10,10,83,86,82,83,72,10,10,27,29,22,13,18,15,15,15,20,10,15,6,6,6,6,6,75,317,26,2/18/91,3,Clemson,1170000,0,Right,6608
Wick,Cole,TE,SLOW,67,76,86,70,79,49,76,70,20,29,21,19,67,58,37,86,18,87,85,81,67,64,69,68,63,70,63,62,61,57,57,17,17,34,35,22,14,21,74,76,62,27,17,70,6,6,6,6,6,78,257,23,11/30/93,1,Incarnate Word,1630000,10000,Right,8452
Agnew,Jamal,CB,-,66,93,91,69,91,51,74,69,25,24,19,17,45,45,66,86,79,87,91,74,31,67,72,34,71,79,49,45,45,45,45,24,32,56,77,51,76,72,63,68,34,70,75,24,6,6,6,6,6,70,185,22,4/3/95,0,San Diego,2614000,250000,Right,0
Carter,Alex,FS,-,66,89,89,72,85,56,51,54,22,22,25,25,45,45,68,91,40,84,91,76,25,65,72,39,65,67,45,45,45,45,45,25,28,63,76,56,71,78,46,47,25,55,77,15,6,6,6,6,6,72,200,22,10/19/94,2,Stanford,465000,0,Right,7042
Dahl,Joe,RG,-,66,66,79,84,54,53,22,40,22,20,22,20,76,78,42,35,10,90,89,95,23,19,15,10,10,12,75,91,90,92,84,15,15,25,35,30,9,12,12,10,10,35,10,12,6,6,6,6,6,76,305,24,4/9/93,1,Wash. St.,2580000,240000,Right,7965
Martin,Keshawn,WR,-,66,90,91,46,94,59,77,58,35,30,24,24,41,33,25,92,83,88,93,67,35,87,87,39,82,87,45,35,34,33,32,15,20,40,35,15,15,20,77,69,73,15,15,58,10,10,10,10,10,71,195,27,3/15/90,5,Michigan St.,775000,50000,Right,5336
Thornton,Khyri,DT,-,65,71,83,86,64,58,41,54,16,23,15,25,45,45,74,77,10,90,72,77,34,12,17,27,45,25,82,45,45,45,45,60,79,74,72,58,30,40,15,15,15,74,20,15,6,6,6,6,6,75,315,27,11/21/89,3,Southern Miss,3705000,320000,Right,6612
Williams,Antwione,LOLB,-,65,79,84,74,78,59,51,33,18,29,22,29,27,20,83,83,10,91,87,90,30,35,22,28,14,42,67,45,45,45,45,57,62,77,82,59,62,70,15,15,15,84,54,20,6,6,6,6,6,75,240,24,5/26/93,1,Ga. Southern,2540000,200000,Right,8263
Barnes,Adairius,CB,-,64,87,91,63,91,53,61,52,22,26,18,17,28,23,55,95,66,88,91,82,43,64,63,42,72,74,45,43,44,43,44,38,42,51,69,53,74,69,63,55,44,65,66,34,6,6,6,6,6,71,188,23,4/30/94,1,LA. Tech,540000,0,Right,8291
Becton,Nick,RT,-,64,65,81,76,65,52,27,40,33,22,21,11,73,76,30,74,10,90,80,65,25,10,10,10,10,10,78,73,77,75,81,10,10,25,21,10,12,12,15,15,15,20,10,15,6,6,6,6,6,78,323,27,2/11/90,3,Virginia Tech,615000,0,Right,5687
Billingsley,Jace,WR,-,64,90,92,68,87,54,77,69,62,45,13,15,49,38,49,84,79,87,88,85,63,81,79,64,76,81,51,38,38,34,34,20,28,43,41,24,30,38,73,77,64,48,30,58,56,50,47,40,61,69,189,24,5/17/93,1,Eastern Oregon,1020000,0,Right,8295
Kaaya,Brad,QB,SLOW,64,78,80,61,65,57,23,62,85,77,12,12,23,17,27,71,10,92,89,89,26,40,51,26,36,43,22,11,11,14,14,10,10,23,38,24,15,24,12,10,10,22,15,12,80,75,73,75,76,76,215,21,9/3/95,0,Miami,2478000,120000,Right,8616
O'Connor,Pat,LE,-,64,78,88,83,71,50,29,24,25,19,17,25,45,45,77,76,10,88,81,81,37,18,28,36,14,21,82,45,45,45,45,66,75,76,71,50,21,30,20,26,17,78,12,15,6,6,6,6,6,76,270,23,11/1/93,0,Eastern Michigan,2419000,60000,Right,0
Washington,Cornelius,LE,-,64,86,87,88,75,50,45,65,20,25,37,30,45,45,74,89,10,79,72,75,65,35,51,45,57,48,81,45,45,45,45,76,59,74,74,50,55,64,40,35,31,81,54,35,6,6,6,6,6,76,292,27,9/10/89,4,Georgia,3700000,1500000,Right,6144
Jacobs,Tramain,CB,-,63,89,90,45,88,53,57,64,25,24,15,11,45,45,44,82,55,90,87,60,25,64,55,25,70,72,45,45,45,45,45,27,33,42,62,53,75,72,45,33,10,49,65,15,6,6,6,6,6,71,191,25,5/20/92,3,Texas AM,615000,0,Right,7183
Ledbetter,Jeremiah,DT,-,63,79,86,83,69,52,34,28,33,19,21,25,45,45,77,81,10,91,74,84,25,14,18,25,14,17,81,45,45,45,45,62,76,71,73,52,23,31,18,24,17,82,15,15,6,6,6,6,6,75,280,23,6/2/94,0,Arkansas,2499000,140000,Right,8635
Rudock,Jake,QB,-,63,76,82,56,75,56,24,57,88,72,21,20,21,17,28,68,11,89,91,84,27,39,52,32,44,49,22,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,77,73,72,69,75,75,208,24,1/21/93,1,Michigan,540000,0,Right,8201
Longa,Steve,ROLB,-,62,82,89,78,83,50,58,53,28,24,14,17,45,45,85,77,10,89,91,85,53,35,52,61,37,51,72,45,45,45,45,60,58,68,74,50,58,69,45,49,25,76,48,25,6,6,6,6,6,72,241,22,9/29/94,1,Rutgers,1020000,0,Right,8116
Armbrister,Thurston,ROLB,-,61,83,87,72,82,53,42,41,34,30,28,28,45,45,74,83,10,86,87,69,38,35,39,54,45,49,72,45,45,45,45,76,57,68,74,53,57,61,25,26,10,78,45,12,6,6,6,6,6,75,235,24,12/25/92,2,Miami,1587000,10000,Right,7653
Muhlbach,Don,TE,-,49,65,67,77,61,82,52,70,25,24,23,13,61,52,55,49,10,92,77,75,50,25,45,59,40,40,78,74,70,69,62,10,10,48,29,40,22,21,40,49,45,65,15,12,10,10,10,10,10,76,258,36,8/17/81,14,Texas AM,1100000,0,Right,4795
Rodgers,Aaron,QB,STAR,98,79,82,58,82,97,47,63,97,91,15,18,18,12,19,59,10,95,98,97,30,66,79,20,55,54,18,18,18,12,12,10,10,19,24,25,13,19,15,15,15,12,10,15,96,93,89,93,97,74,225,33,12/2/83,12,California,91000000,33250000,Right,6299
Bakhtiari,David,LT,QUICK,91,70,80,90,69,98,40,22,22,25,20,20,80,94,40,66,10,89,85,69,25,10,10,15,10,10,87,81,75,85,81,10,10,20,28,15,10,10,12,15,15,25,10,15,6,6,6,6,6,76,310,25,9/30/91,4,Colorado,22000000,15000000,Right,5671
Nelson,Jordy,WR,STAR,91,88,91,67,88,98,97,78,37,36,25,25,58,25,31,84,71,87,96,85,45,79,95,65,78,88,45,40,40,40,40,15,15,45,39,15,15,20,95,93,93,12,10,89,15,10,6,6,10,75,217,32,5/31/85,9,Kansas State,45000000,11500000,Right,2233
Bennett,Martellus,TE,QUICK,89,79,89,79,82,86,89,77,34,34,28,28,72,69,25,92,55,88,89,84,74,52,77,83,65,77,75,75,72,65,72,10,10,41,50,20,15,20,85,83,80,12,18,77,15,10,6,6,10,78,275,30,3/10/87,9,Texas AM,11750000,6300000,Right,413
Daniels,Mike,RE,QUICK,88,76,82,90,74,90,35,52,29,25,26,21,45,45,88,85,12,84,89,91,25,11,10,29,10,10,91,45,45,45,45,73,87,83,85,90,27,44,25,25,10,72,10,12,6,6,6,6,6,72,310,28,5/5/89,5,Iowa,37000000,12000000,Right,5130
Cobb,Randall,WR,QUICK,87,91,92,56,93,87,96,84,70,57,35,30,64,45,35,87,86,87,93,88,40,90,91,48,89,92,45,28,40,25,32,10,10,35,35,20,13,25,86,87,85,12,18,85,64,53,35,32,67,70,192,27,8/22/90,6,Kentucky,41000000,13000000,Left,4352
Bulaga,Bryan,RT,-,86,63,78,88,68,94,15,40,10,10,11,11,74,92,25,47,10,83,90,86,10,30,10,10,10,10,86,96,92,91,87,10,10,25,33,15,11,12,15,15,15,33,10,15,6,6,6,6,6,77,314,28,3/21/89,7,Iowa,33750000,8000000,Right,602
Burnett,Morgan,SS,-,86,86,88,74,84,86,72,65,30,35,20,15,45,45,79,91,50,85,91,84,20,55,52,25,62,65,66,45,45,45,45,55,43,69,86,86,71,79,72,67,30,85,75,20,15,10,10,15,15,73,209,28,1/13/89,7,Georgia Tech,26000000,8250000,Right,621
Adams,Davante,WR,-,84,88,93,63,88,86,89,69,30,31,25,30,43,38,42,92,45,92,89,74,63,76,83,61,78,86,45,45,46,28,32,10,10,52,44,26,18,24,88,94,85,15,25,83,15,10,6,6,10,73,215,24,12/24/92,3,Fresno State,4000000,1600000,Right,6328
Perry,Nick,LOLB,-,84,86,88,82,74,84,40,40,36,19,37,16,45,45,82,91,10,97,83,73,25,35,15,25,45,40,86,45,45,45,45,84,71,86,87,84,51,58,20,15,15,86,24,25,6,6,6,6,6,75,265,27,4/12/90,5,USC,39375000,18500000,Right,5412
Clinton-Dix,Ha Ha,FS,QUICK,83,87,89,56,87,84,79,65,35,33,20,19,45,45,79,83,62,95,93,78,55,64,70,55,65,69,65,45,45,45,45,47,54,73,87,84,68,79,65,60,20,83,75,25,15,10,10,15,15,73,208,24,12/21/92,3,Alabama,6375000,1090000,Right,6379
Montgomery,Ty,HB,QUICK,83,90,94,69,89,81,83,79,42,38,24,21,58,62,45,92,84,84,88,76,75,83,86,78,82,91,55,57,55,45,43,10,10,45,54,35,30,25,84,77,71,15,15,87,37,25,25,15,35,72,222,24,1/22/93,2,Stanford,2400000,600000,Right,7244
Ripkowski,Aaron,FB,-,83,82,87,74,66,84,55,72,30,27,14,14,72,71,45,82,35,88,78,75,68,45,67,70,57,61,81,75,72,71,70,25,30,29,33,15,10,15,47,49,40,60,15,47,15,10,5,5,5,73,246,25,1/1/92,2,Oklahoma,1800000,200000,Right,7296
Linsley,Corey,C,QUICK,82,71,80,91,66,88,35,40,26,24,22,22,79,82,29,75,10,87,82,84,24,11,10,10,10,10,89,89,85,81,71,10,10,10,30,10,12,12,12,10,10,12,10,12,6,6,6,6,6,75,301,26,7/27/91,3,Ohio State,1920000,180000,Right,6494
Matthews,Clay,ROLB,QUICK,82,83,89,84,84,84,67,52,13,20,17,10,45,45,83,80,10,88,97,91,10,28,10,10,10,10,84,45,45,45,45,82,68,66,81,84,53,64,35,25,25,90,45,15,6,6,6,6,6,75,255,31,5/14/86,8,USC,68000000,18000000,Right,2003
Rodgers,Richard,TE,-,78,78,85,65,82,83,86,79,29,29,22,19,54,63,44,79,10,88,84,67,66,63,75,66,73,77,61,58,63,55,57,10,10,44,42,16,15,17,87,83,77,12,10,74,15,10,6,6,10,76,257,24,1/22/93,3,California,2400000,600000,Right,6573
Crosby,Mason,K,-,77,62,64,60,68,59,30,60,40,40,94,84,45,25,30,64,10,90,88,80,25,33,50,35,55,65,19,19,19,20,20,10,10,30,25,28,12,15,12,10,10,12,10,12,35,30,25,20,20,73,207,32,9/3/84,10,Colorado,12500000,5000000,Right,846
Randall,Damarious,CB,-,77,90,91,69,91,74,73,64,21,22,17,19,45,45,59,88,65,90,92,74,49,79,81,50,77,84,53,45,45,45,45,40,54,47,78,74,80,76,64,50,15,64,83,25,6,6,6,6,6,71,196,25,8/29/92,2,Arizona St.,7100000,3500000,Right,7289
Evans,Jahri,RG,-,76,59,75,87,58,83,22,40,26,21,14,15,72,86,30,48,10,89,85,85,21,10,10,10,10,10,74,90,75,95,87,10,10,30,19,10,12,12,15,15,15,20,10,15,6,6,6,6,6,76,318,34,8/22/83,11,Bloomsburg,1150000,1000000,Right,1059
Ryan,Jake,MLB,-,76,85,88,76,73,78,60,60,25,24,28,29,45,45,85,84,10,85,85,79,55,31,35,38,20,35,80,45,45,45,45,62,50,78,83,78,60,72,15,15,10,82,48,20,6,6,6,6,6,74,240,25,2/27/92,2,Michigan,2400000,400000,Right,7306
Clark,Kenny,LE,-,75,70,83,87,59,80,24,34,23,21,17,17,32,22,81,76,9,91,83,92,35,19,27,27,17,24,86,46,45,44,45,78,62,78,82,80,23,28,24,22,13,82,13,15,6,6,6,6,6,75,314,21,10/4/95,1,UCLA,9300000,5000000,Right,7947
Taylor,Lane,LG,-,75,60,75,87,52,82,15,35,10,10,11,11,72,84,30,73,10,90,78,81,21,10,10,10,10,10,76,86,74,83,67,10,10,25,33,15,11,12,15,15,15,40,10,15,6,6,6,6,6,75,324,27,11/22/89,4,Oklahoma St.,2850000,600000,Right,6657
Vogel,Justin,P,-,75,57,78,52,64,55,28,30,35,45,93,81,20,10,26,70,10,86,82,59,15,27,33,25,26,33,20,21,21,10,10,10,10,27,52,21,13,22,20,15,12,33,10,15,30,26,23,20,28,76,219,23,10/14/93,0,Miami,1665000,0,Right,8763
House,Davon,CB,-,74,89,91,54,87,74,63,54,10,10,9,9,45,45,52,71,40,95,90,65,10,61,50,25,70,65,49,45,45,45,45,40,35,40,68,74,80,72,55,45,25,56,83,35,6,6,6,6,6,72,195,28,7/10/89,6,New Mex. St.,1850000,850000,Right,4388
Jones,Josh,FS,-,74,92,90,77,88,65,75,68,24,30,25,19,45,45,76,89,48,88,93,82,54,67,58,48,66,72,68,45,45,45,45,31,44,76,81,65,67,75,57,55,24,89,67,22,15,10,10,15,15,74,220,22,9/20/94,0,N.C. State,4242000,1220000,Right,8613
Kendricks,Lance,TE,-,74,82,89,65,79,78,76,69,35,32,30,30,53,73,35,86,35,94,90,79,65,63,74,84,76,70,62,62,59,54,58,10,10,20,35,20,15,20,79,77,73,12,18,67,15,10,6,6,10,75,250,29,1/30/88,6,Wisconsin,2650000,1200000,Right,4407
Martinez,Blake,MLB,-,74,82,87,81,78,76,56,45,25,24,19,19,26,21,85,77,10,92,87,96,31,27,32,39,32,38,80,44,44,44,43,52,55,80,87,76,53,57,30,27,15,80,53,18,6,6,6,6,6,74,237,23,1/9/94,1,Stanford,2670000,380000,Right,8130
Jean Francois,Ricky,RE,-,73,63,78,84,67,78,24,40,19,18,15,11,45,45,82,68,10,82,81,72,10,20,10,10,10,10,85,45,45,45,45,81,59,82,83,78,23,45,12,10,10,79,10,12,6,6,6,6,6,75,313,30,11/23/86,8,LSU,1250000,650000,Right,1633
Rollins,Quinten,CB,-,73,87,88,69,89,71,77,68,45,47,18,18,45,45,69,87,45,92,90,84,35,72,70,35,74,76,51,45,45,45,45,43,46,62,79,71,80,69,70,67,20,74,82,20,6,6,6,6,6,71,195,25,7/1/92,2,Miami Univ.,3600000,1200000,Right,7301
Adams,Montravius,DT,-,72,77,86,86,73,60,52,50,10,9,8,6,45,45,76,72,10,96,83,92,38,22,37,33,15,24,84,45,45,45,45,78,74,75,84,60,24,35,47,50,20,80,22,25,6,6,6,6,6,76,305,22,7/24/95,0,Auburn,3324000,740000,Right,8464
Gunter,LaDarius,CB,-,72,88,90,62,88,71,64,64,35,30,19,22,45,45,67,83,35,91,86,76,51,54,65,42,60,65,46,45,45,45,45,42,54,49,75,71,70,76,60,45,25,70,82,45,6,6,6,6,6,74,201,25,1/1/92,2,Miami,1570000,0,Right,7481
King,Kevin,CB,-,72,91,93,72,87,63,68,65,35,34,20,22,42,40,64,93,44,86,92,79,34,59,68,41,62,74,55,42,37,35,34,23,31,45,67,63,73,79,76,72,37,48,74,40,15,10,6,6,10,75,200,22,5/5/95,0,Washington,7105000,3300000,Right,8621
Williams,Jamaal,HB,-,72,88,88,73,87,63,63,88,28,19,15,11,51,66,34,80,60,86,92,79,74,72,82,83,77,74,59,43,42,59,61,10,10,22,37,18,19,27,60,63,61,29,20,45,30,25,15,18,26,72,213,22,4/3/95,0,BYU,2916000,560000,Right,8777
Fackrell,Kyler,ROLB,-,71,82,87,75,84,62,66,55,68,52,21,19,25,18,83,82,10,86,83,81,38,36,44,38,33,48,69,44,44,43,44,82,73,70,79,62,55,64,45,52,49,80,44,45,51,44,37,40,39,77,245,25,11/25/91,1,Utah State,3240000,690000,Right,7999
Thomas,Joe,MLB,STAR,71,83,90,74,74,77,56,60,25,25,20,20,45,45,80,87,10,90,84,82,45,40,45,40,40,45,76,45,45,45,45,62,54,69,79,77,61,69,15,15,15,87,47,12,6,6,6,6,6,73,227,26,5/6/91,3,S.C. State,615000,0,Right,7862
Jones,Aaron,HB,-,70,89,93,71,92,54,67,83,30,30,21,20,25,44,20,89,55,85,86,73,84,63,75,87,64,84,47,48,47,49,47,10,10,23,35,18,15,20,59,63,67,24,20,54,35,30,20,15,15,70,208,22,12/2/94,0,UTEP,2557000,200000,Right,8609
Elliott,Jayrone,LOLB,-,69,81,89,70,76,66,54,57,12,14,16,17,45,45,74,80,10,92,76,86,29,12,17,45,44,40,76,45,45,45,45,67,82,72,74,66,55,69,45,33,20,81,60,12,6,6,6,6,6,75,255,25,11/11/91,3,Toledo,950000,500000,Right,7101
Hundley,Brett,QB,-,69,85,88,63,83,54,40,56,91,77,21,21,12,10,22,84,5,90,89,84,54,71,80,55,67,76,6,11,11,11,11,5,5,22,35,9,9,12,20,10,15,7,5,15,87,71,71,80,74,75,226,24,6/15/93,2,UCLA,2000000,380000,Right,7178
Spriggs,Jason,LT,-,69,74,81,83,72,66,26,32,22,22,20,17,75,76,31,78,9,92,87,95,24,17,13,19,13,15,75,82,81,84,84,35,28,27,29,18,11,13,20,22,19,36,9,22,6,6,6,6,6,78,301,23,5/17/94,1,Indiana,5000000,1800000,Right,8223
Biegel,Vince,LOLB,-,68,83,87,77,79,62,52,48,20,19,14,17,45,45,79,81,10,85,86,76,42,29,36,44,32,39,74,45,45,45,45,62,77,76,74,62,66,67,46,50,22,77,38,20,6,6,6,6,6,75,246,24,7/2/93,0,Wisconsin,3052000,690000,Right,8479
Brice,Kentrell,FS,-,68,91,91,71,87,56,60,64,22,22,21,21,45,45,67,97,50,92,88,75,45,44,51,55,67,66,64,45,45,45,45,54,51,58,73,56,69,76,45,42,20,84,69,15,6,6,6,6,6,71,200,23,8/11/94,1,LA. Tech,1620000,0,Right,7910
Goodson,Demetri,CB,-,68,91,89,50,94,59,68,65,22,25,25,25,45,45,46,88,45,75,90,73,25,80,81,26,75,85,45,45,45,45,45,25,32,36,65,59,81,72,65,56,25,56,65,15,6,6,6,6,6,71,197,28,6/11/89,3,Baylor,1920000,120000,Right,7139
Janis,Jeff,WR,SLOW,68,92,92,71,92,62,79,72,23,31,15,19,38,38,40,90,81,95,88,65,50,55,71,46,73,81,42,40,42,35,35,10,10,35,35,25,15,25,80,77,70,15,17,64,15,10,6,6,10,75,219,26,6/9/91,3,Saginaw Valley,1600000,120000,Right,6975
Allison,Geronimo,WR,-,67,87,87,60,82,61,79,66,35,28,61,54,48,35,39,85,65,87,88,74,62,72,75,61,72,73,44,51,49,35,33,10,10,35,18,27,13,21,79,77,72,12,10,70,15,10,6,6,10,75,202,24,9/29/92,1,Illinois,540000,0,Right,7878
Barclay,Don,RG,-,67,70,82,82,63,75,45,29,17,24,20,21,72,69,44,75,10,89,83,87,15,10,15,10,10,10,75,79,83,76,72,10,10,25,31,10,12,12,25,25,30,15,10,40,6,6,6,6,6,76,305,28,4/18/89,5,West Virginia,875000,150000,Right,5674
Lowry,Dean,LE,-,67,77,85,86,68,56,45,47,22,21,21,19,40,24,85,80,9,91,83,89,33,22,28,36,27,32,78,44,45,45,44,76,63,74,81,56,28,37,33,37,13,79,22,17,6,6,6,6,6,78,296,23,6/9/94,1,Northwestern,2670000,380000,Right,8119
McCray,Justin,RG,-,67,56,77,89,52,59,20,25,20,20,20,20,78,71,35,74,10,88,72,73,25,10,10,10,10,10,84,83,75,78,66,10,10,20,35,20,12,15,12,10,10,20,10,12,6,6,6,6,6,75,317,25,5/31/92,2,UCF,465000,0,Right,7548
Amichia,Kofi,C,-,66,73,82,89,65,56,20,22,23,30,25,25,75,74,30,81,10,91,83,79,24,12,16,28,14,19,78,83,75,82,74,10,10,20,29,15,12,15,15,16,17,35,10,14,6,6,6,6,6,75,304,23,7/29/94,0,USF,2486000,130000,Right,0
